time,n_infected,prop_ever_infected,prop_currently_infected,n_recovered,prop_recovered,b_cxn_peers,b_cxn_total,b_cxn_symp,iter
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
11.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
12.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
13.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,1
14.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-1.5,1
200.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-1.5,1
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-3.5,-1.5,2
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
11.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
12.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-1.5,2
13.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-3.5,-1.5,2
14.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
15.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
16.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
17.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
18.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
19.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
20.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
21.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
22.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
23.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
24.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
25.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
26.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-3.5,-1.5,2
27.0,0.0,0.003257328990228013,0.0,2.0,1.0,-0.75,-3.5,-1.5,2
200.0,0.0,0.003257328990228013,0.0,2.0,1.0,-0.75,-3.5,-1.5,2
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-3.5,-2.0,1
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
11.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
12.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
13.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,1
14.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-2.0,1
200.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-2.0,1
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-3.5,-2.0,2
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
11.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
12.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
13.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-3.5,-2.0,2
14.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-2.0,2
200.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-3.5,-2.0,2
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-5.0,-1.5,1
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,1
9.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,1
10.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,1
11.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,1
12.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,1
13.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,1
14.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
15.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
16.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
17.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
18.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
19.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
20.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
21.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
22.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-1.5,1
23.0,0.0,0.003257328990228013,0.0,2.0,1.0,-0.75,-5.0,-1.5,1
200.0,0.0,0.003257328990228013,0.0,2.0,1.0,-0.75,-5.0,-1.5,1
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-5.0,-1.5,2
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-1.5,2
7.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-1.5,2
8.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
9.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
10.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
11.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
12.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
13.0,3.0,0.004885993485342019,0.004885993485342019,0.0,0.0,-0.75,-5.0,-1.5,2
14.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
15.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
16.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
17.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
18.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
19.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
20.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-1.5,2
21.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-1.5,2
22.0,0.0,0.004885993485342019,0.0,3.0,1.0,-0.75,-5.0,-1.5,2
200.0,0.0,0.004885993485342019,0.0,3.0,1.0,-0.75,-5.0,-1.5,2
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-5.0,-2.0,1
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
11.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
12.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
13.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,1
14.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-5.0,-2.0,1
200.0,0.0,0.0016286644951140066,0.0,1.0,1.0,-0.75,-5.0,-2.0,1
0.0,1.0,0.0016286644951140066,0.0,0.0,0.0,-0.75,-5.0,-2.0,2
1.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
2.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
3.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
4.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
5.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
6.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
7.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
8.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
9.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
10.0,1.0,0.0016286644951140066,0.0016286644951140066,0.0,0.0,-0.75,-5.0,-2.0,2
11.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-2.0,2
12.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-2.0,2
13.0,2.0,0.003257328990228013,0.003257328990228013,0.0,0.0,-0.75,-5.0,-2.0,2
14.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-2.0,2
15.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-2.0,2
16.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-2.0,2
17.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-2.0,2
18.0,1.0,0.003257328990228013,0.0016286644951140066,1.0,0.5,-0.75,-5.0,-2.0,2
19.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
20.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
21.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
22.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
23.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
24.0,2.0,0.004885993485342019,0.003257328990228013,1.0,0.3333333333333333,-0.75,-5.0,-2.0,2
25.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
26.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
27.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
28.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
29.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
30.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
31.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
32.0,1.0,0.004885993485342019,0.0016286644951140066,2.0,0.6666666666666666,-0.75,-5.0,-2.0,2
33.0,0.0,0.004885993485342019,0.0,3.0,1.0,-0.75,-5.0,-2.0,2
200.0,0.0,0.004885993485342019,0.0,3.0,1.0,-0.75,-5.0,-2.0,2
